Benchmark,Total Time (ns),Total Queries,Batch Size,Create Time (ns),Read Time (ns),Update Time (ns),Delete Time (ns)
BatchQueryBenchmark,1286187,400,100,265835,319666,423570,277116
BatchQueryBenchmark,1286568,400,100,260144,332340,420243,273841
BatchQueryBenchmark,1269497,400,100,257811,317572,425142,268972
BatchQueryBenchmark,1302748,400,100,268100,332219,424792,277637
BatchQueryBenchmark,1338946,400,100,282677,317171,448036,291062
BatchQueryBenchmark,1306585,400,100,269702,325447,427557,283879
BatchQueryBenchmark,1337613,400,100,283909,328963,437546,287195
BatchQueryBenchmark,1389140,400,100,293648,365631,442004,287857
BatchQueryBenchmark,1291557,400,100,263952,317912,434811,274882
BatchQueryBenchmark,2247480,400,100,268511,554754,1089761,334454
BatchQueryBenchmark,1435356,400,100,287176,380429,454798,312953
BatchQueryBenchmark,1630510,400,100,279071,365571,529557,456311
BatchQueryBenchmark,1456355,400,100,406197,346466,401228,302464
BatchQueryBenchmark,1300895,400,100,254966,334954,406027,304948
BatchQueryBenchmark,1261712,400,100,256418,313815,387201,304278
BatchQueryBenchmark,1254749,400,100,251289,313925,397772,291763
BatchQueryBenchmark,1273073,400,100,259474,321018,386781,305800
BatchQueryBenchmark,1283392,400,100,253593,323092,403943,302764
BatchQueryBenchmark,1258396,400,100,254525,325577,386781,291513
BatchQueryBenchmark,1452467,400,100,313715,371472,437035,330245
BatchQueryBenchmark,1369953,400,100,292595,346936,418170,312252
BatchQueryBenchmark,1299652,400,100,257019,331047,387472,324114
BatchQueryBenchmark,1287941,400,100,269101,318043,384727,316070
BatchQueryBenchmark,1253467,400,100,248824,312733,394375,297535
BatchQueryBenchmark,1320280,400,100,254264,323382,413321,329313
BatchQueryBenchmark,1294954,400,100,260165,325927,401829,307033
BatchQueryBenchmark,1278303,400,100,252821,322050,401739,301693
BatchQueryBenchmark,1285836,400,100,253643,314185,403341,314667
BatchQueryBenchmark,1438591,400,100,264042,336728,424531,413290
BatchQueryBenchmark,2109962,400,100,419912,544034,635454,510562
BatchQueryBenchmark,1445345,400,100,378816,360372,399986,306171
BatchQueryBenchmark,3080783,400,100,264994,337259,1547134,931396
BatchQueryBenchmark,1303921,400,100,265756,331388,403622,303155
BatchQueryBenchmark,1388940,400,100,268451,331899,466599,321991
BatchQueryBenchmark,1580466,400,100,280893,369770,543443,386360
BatchQueryBenchmark,1673389,400,100,303786,395547,582176,391880
BatchQueryBenchmark,1736657,400,100,327560,419122,578839,411136
BatchQueryBenchmark,1585875,400,100,324545,390868,487208,383254
BatchQueryBenchmark,1656438,400,100,289520,393924,588057,384937
BatchQueryBenchmark,1601405,400,100,263250,415245,532402,390508
BatchQueryBenchmark,1406813,400,100,240559,393894,471649,300711
BatchQueryBenchmark,1481101,400,100,239857,353389,508558,379297
BatchQueryBenchmark,1455022,400,100,260305,372064,494963,327690
BatchQueryBenchmark,1427340,400,100,275864,407499,464637,279340
BatchQueryBenchmark,1334828,400,100,278920,331939,438667,285302
BatchQueryBenchmark,1287771,400,100,261538,328632,416166,281435
BatchQueryBenchmark,1297579,400,100,267869,321189,425283,283238
BatchQueryBenchmark,1295484,400,100,267519,320738,421445,285782
BatchQueryBenchmark,1316554,400,100,269773,326819,426344,293618
BatchQueryBenchmark,1301867,400,100,280723,317983,424962,278199
BatchQueryBenchmark,1306746,400,100,276035,321850,423759,285102
BatchQueryBenchmark,1304361,400,100,267428,324275,427927,284731
BatchQueryBenchmark,1286899,400,100,263912,328112,419973,274902
BatchQueryBenchmark,1878421,400,100,444118,547270,572166,314867
BatchQueryBenchmark,1377418,400,100,258512,373507,452012,293387
BatchQueryBenchmark,1386825,400,100,273069,361604,446432,305720
BatchQueryBenchmark,1357691,400,100,257711,357676,444329,297975
BatchQueryBenchmark,1497771,400,100,264553,364319,420223,448676
BatchQueryBenchmark,1562633,400,100,349501,388184,451101,373847
BatchQueryBenchmark,1555420,400,100,390147,470918,394185,300170
BatchQueryBenchmark,1473286,400,100,261037,321539,395327,495383
BatchQueryBenchmark,1726248,400,100,371523,515030,508288,331407
BatchQueryBenchmark,1478776,400,100,249996,425212,454688,348880
BatchQueryBenchmark,1313779,400,100,275062,326078,398663,313976
BatchQueryBenchmark,1295946,400,100,262599,326038,404985,302324
BatchQueryBenchmark,1290616,400,100,255877,321619,403963,309157
BatchQueryBenchmark,1315793,400,100,259153,338461,400958,317221
,
Total Time Average (ms),"=AVERAGE(B2,B101)/1000000"
Create Time Average (ms),"=AVERAGE(E2,E101)/1000000"
Read Time Average (ms),"=AVERAGE(F2,F101)/1000000"
Update Time Average (ms),"=AVERAGE(G2,G101)/1000000"
Delete Time Average (ms),"=AVERAGE(H2,H101)/1000000"
