Benchmark,Total Time (ns),Total Queries,Batch Size,Create Time (ns),Read Time (ns),Update Time (ns),Delete Time (ns)
BatchQueryBenchmark,10767602,400,1,2467219,3144582,2640492,2515309
BatchQueryBenchmark,10604618,400,1,2487236,3135485,2571804,2410093
BatchQueryBenchmark,10161312,400,1,2384705,2706896,2594256,2475455
BatchQueryBenchmark,10096611,400,1,2373665,2696006,2590078,2436862
BatchQueryBenchmark,10110747,400,1,2398371,2665690,2591089,2455597
BatchQueryBenchmark,10865023,400,1,2381930,3048002,2691998,2743093
BatchQueryBenchmark,12151551,400,1,2968072,3355956,2802855,3024668
BatchQueryBenchmark,10058170,400,1,2437654,2613552,2572997,2433967
BatchQueryBenchmark,11097527,400,1,2436853,2618771,3624377,2417526
BatchQueryBenchmark,10035438,400,1,2413770,2601179,2594647,2425842
BatchQueryBenchmark,10325159,400,1,2412197,2850374,2647485,2415103
BatchQueryBenchmark,11351139,400,1,2778980,2588035,3191729,2792395
BatchQueryBenchmark,10966193,400,1,2960779,2607061,2829995,2568358
BatchQueryBenchmark,10125255,400,1,2530287,2612630,2570532,2411806
BatchQueryBenchmark,10028143,400,1,2411145,2607791,2575671,2433536
BatchQueryBenchmark,10041349,400,1,2387040,2617860,2616778,2419671
BatchQueryBenchmark,10125153,400,1,2423237,2646312,2593915,2461689
BatchQueryBenchmark,10042581,400,1,2414441,2622278,2583316,2422546
BatchQueryBenchmark,10060815,400,1,2416505,2581312,2618461,2444537
BatchQueryBenchmark,10078057,400,1,2398591,2619674,2602702,2457090
BatchQueryBenchmark,10060364,400,1,2403551,2631535,2593154,2432124
BatchQueryBenchmark,11248259,400,1,2423217,3353552,2641865,2829625
BatchQueryBenchmark,10677193,400,1,2403681,2578236,2857266,2838010
BatchQueryBenchmark,11001358,400,1,2429379,2834153,2712657,3025169
BatchQueryBenchmark,9988409,400,1,2390537,2603913,2550283,2443676
BatchQueryBenchmark,10002957,400,1,2408119,2585160,2583556,2426122
BatchQueryBenchmark,10223598,400,1,2393642,2698500,2620735,2510721
BatchQueryBenchmark,10242113,400,1,2482217,2742252,2550725,2466919
BatchQueryBenchmark,12295019,400,1,2430971,2603624,4476685,2783739
BatchQueryBenchmark,11372039,400,1,2600046,3113775,3092365,2565853
BatchQueryBenchmark,10441533,400,1,2504678,2729889,2668324,2538642
BatchQueryBenchmark,10766559,400,1,2552718,2905205,2688602,2620034
BatchQueryBenchmark,11389091,400,1,2523023,2854081,3038995,2972992
BatchQueryBenchmark,10898025,400,1,2500392,2704962,3186640,2506031
BatchQueryBenchmark,10819718,400,1,2490182,3064863,2710903,2553770
BatchQueryBenchmark,23582190,400,1,15475117,2820578,2696246,2590249
BatchQueryBenchmark,13274234,400,1,4317989,3035458,3039716,2881071
BatchQueryBenchmark,11913779,400,1,2845775,3068901,2984964,3014139
BatchQueryBenchmark,10382654,400,1,2664616,2644760,2611408,2461870
BatchQueryBenchmark,10108794,400,1,2444206,2611529,2593835,2459224
BatchQueryBenchmark,11079374,400,1,2428577,2844252,3301435,2505110
BatchQueryBenchmark,10175629,400,1,2417106,2660169,2619583,2478771
BatchQueryBenchmark,10109375,400,1,2430340,2612881,2592072,2474082
BatchQueryBenchmark,10430043,400,1,2435460,2983943,2576423,2434217
BatchQueryBenchmark,10898015,400,1,2383183,2849351,2880900,2784581
BatchQueryBenchmark,9955239,400,1,2400956,2567446,2573117,2413720
BatchQueryBenchmark,10493071,400,1,2414070,2576974,3033515,2468512
BatchQueryBenchmark,10489164,400,1,2407188,2666300,2614865,2800811
BatchQueryBenchmark,11986574,400,1,3332241,2842479,3120888,2690966
BatchQueryBenchmark,12350812,400,1,2782787,3102182,3513930,2951913
BatchQueryBenchmark,11589943,400,1,2800891,2937535,2630052,3221465
BatchQueryBenchmark,12461339,400,1,2956812,3189555,3450342,2864630
BatchQueryBenchmark,10788780,400,1,2462430,3198241,2640101,2488008
BatchQueryBenchmark,11574958,400,1,2866544,2743374,3026452,2938588
BatchQueryBenchmark,10592205,400,1,2526420,2682961,2928950,2453874
BatchQueryBenchmark,10161643,400,1,2426663,2656242,2612690,2466048
BatchQueryBenchmark,10393313,400,1,2432555,2786063,2728566,2446129
BatchQueryBenchmark,10916280,400,1,2468923,2653687,2961190,2832480
BatchQueryBenchmark,11960976,400,1,2819716,3148258,3020481,2972521
BatchQueryBenchmark,10884409,400,1,2424830,2638278,3049775,2771526
BatchQueryBenchmark,10469396,400,1,2471547,2652515,2908261,2437073
BatchQueryBenchmark,11346282,400,1,2473190,2653437,3183515,3036140
BatchQueryBenchmark,10457544,400,1,2657103,2720712,2613572,2466157
BatchQueryBenchmark,11386466,400,1,2441572,3261259,3240180,2443455
BatchQueryBenchmark,12288517,400,1,2823293,2821059,3318656,3325509
BatchQueryBenchmark,11165223,400,1,2917970,2692810,3082115,2472328
BatchQueryBenchmark,10197389,400,1,2432835,2670979,2593084,2500491
BatchQueryBenchmark,11390192,400,1,2469483,2973533,3128612,2818564
BatchQueryBenchmark,11730896,400,1,2840384,3117151,2951391,2821970
BatchQueryBenchmark,11710188,400,1,2781845,3095220,2938387,2894736
BatchQueryBenchmark,10556187,400,1,2804778,2681729,2601509,2468171
BatchQueryBenchmark,10603015,400,1,2448835,2923239,2776346,2454595
BatchQueryBenchmark,12277104,400,1,2433025,2657393,2558419,4628267
BatchQueryBenchmark,11604272,400,1,3015041,2838581,2754575,2996075
,
Total Time Average (ms),"=AVERAGE(B2,B101)/1000000"
Create Time Average (ms),"=AVERAGE(E2,E101)/1000000"
Read Time Average (ms),"=AVERAGE(F2,F101)/1000000"
Update Time Average (ms),"=AVERAGE(G2,G101)/1000000"
Delete Time Average (ms),"=AVERAGE(H2,H101)/1000000"
